Latitude,Longitude,Date,Time,Chlorophyll RFU,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % CB,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,TAL PC RFU,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,Altitude m,Barometer mmHg
25.90009,-80.12382,10/25/2024,14:44:43,0.39,55124.3,-0.946,52533.4,103.2,103.1,6.73,-1.376,34.73,52783.8,0.85,34309,-0.95,0,8.42,-91.5,27.321,-1.072,0.2,765.5
25.90012,-80.12383,10/25/2024,14:44:48,3.20,55151.0,-0.960,52559.3,103.2,103.1,6.73,-1.396,34.75,52809.8,2.12,34326,-0.94,0,8.42,-91.5,27.321,-1.036,0.9,765.5
25.90014,-80.12383,10/25/2024,14:44:53,1.71,55171.2,-0.996,52582.4,103.1,103.0,6.72,-1.448,34.77,52832.6,2.49,34341,-0.94,0,8.42,-91.5,27.317,-1.071,0.5,765.5
25.90015,-80.12383,10/25/2024,14:44:58,0.42,55162.3,-1.024,52579.7,103.0,102.9,6.72,-1.490,34.77,52829.3,1.90,34339,-0.93,0,8.42,-91.5,27.312,-1.088,1.2,765.5
25.90015,-80.12383,10/25/2024,14:45:03,0.34,55149.9,-1.044,52569.5,102.9,102.8,6.72,-1.518,34.76,52818.9,1.59,34332,-0.99,0,8.42,-91.5,27.311,-1.101,3.8,765.4
25.90016,-80.12383,10/25/2024,14:45:08,0.26,55170.3,-1.056,52586.4,102.8,102.7,6.71,-1.535,34.77,52836.1,0.52,34343,-1.06,0,8.42,-91.5,27.313,-1.035,3.9,765.4
25.90017,-80.12383,10/25/2024,14:45:13,0.25,55181.4,-1.057,52594.5,102.5,102.4,6.69,-1.537,34.78,52844.6,0.21,34349,-1.08,0,8.42,-91.4,27.315,-1.089,3.5,765.4
25.90017,-80.12382,10/25/2024,14:45:18,0.24,55195.6,-1.053,52604.2,102.1,102.0,6.66,-1.531,34.78,52854.7,0.16,34356,-1.05,0,8.42,-91.3,27.319,-1.050,3.0,765.5
25.90017,-80.12379,10/25/2024,14:45:23,0.33,55223.7,-1.052,52627.7,101.9,101.8,6.65,-1.530,34.80,52878.7,0.12,34371,-1.14,0,8.42,-91.2,27.322,-1.009,4.3,765.5
25.90018,-80.12379,10/25/2024,14:45:28,0.65,55239.5,-1.048,52641.9,101.9,101.8,6.64,-1.524,34.81,52893.0,0.36,34380,-1.15,0,8.42,-91.2,27.323,-1.042,3.4,765.5
25.90017,-80.12379,10/25/2024,14:45:33,0.57,55248.5,-1.047,52652.5,102.0,101.9,6.65,-1.523,34.82,52903.5,0.53,34387,-1.15,0,8.42,-91.3,27.321,-1.056,2.0,765.5
25.90016,-80.12381,10/25/2024,14:45:38,0.40,55252.6,-1.025,52659.2,102.0,101.9,6.65,-1.491,34.82,52909.9,0.33,34391,-1.09,0,8.42,-91.3,27.318,-0.716,-0.4,765.5
25.90014,-80.12387,10/25/2024,14:45:43,0.20,55248.1,-0.965,52655.1,102.1,102.0,6.66,-1.403,34.82,52905.7,0.19,34389,-1.12,0,8.42,-91.4,27.318,-0.518,0.5,765.5
25.90011,-80.12394,10/25/2024,14:45:48,0.25,55257.8,-0.001,52663.9,102.1,102.0,6.66,-0.001,34.83,52914.6,-0.08,34394,-1.14,0,8.42,-91.4,27.318,-0.003,2.4,765.5
25.90010,-80.12402,10/25/2024,14:45:53,0.27,55263.4,0.350,52669.0,102.2,102.1,6.66,0.509,34.83,52919.8,-0.13,34398,-1.18,0,8.42,-91.4,27.319,0.736,2.4,765.5
25.90008,-80.12414,10/25/2024,14:45:58,0.24,55254.0,-1.052,52660.3,102.3,102.2,6.67,-1.530,34.83,52911.0,-0.12,34392,-1.15,0,8.42,-91.4,27.319,-0.945,1.6,765.5
25.90006,-80.12428,10/25/2024,14:46:03,0.23,55236.1,-1.053,52643.6,102.2,102.1,6.66,-1.532,34.81,52894.2,-0.12,34381,-1.13,0,8.42,-91.4,27.318,-1.075,0.1,765.5
25.90006,-80.12444,10/25/2024,14:46:08,0.20,55225.3,-1.078,52633.8,102.0,102.0,6.66,-1.568,34.81,52884.3,-0.10,34375,-1.00,0,8.42,-91.3,27.318,-1.133,0.1,765.4
25.90004,-80.12458,10/25/2024,14:46:13,0.20,55240.3,-1.097,52648.7,101.9,101.9,6.65,-1.595,34.82,52899.2,-0.09,34385,-0.89,0,8.42,-91.3,27.317,-1.151,-0.4,765.4
25.90005,-80.12473,10/25/2024,14:46:18,0.21,55229.3,-1.107,52639.1,102.0,101.9,6.65,-1.610,34.81,52889.5,-0.10,34378,-0.42,0,8.42,-91.3,27.316,-1.127,-0.6,765.4
25.90008,-80.12490,10/25/2024,14:46:23,0.19,55239.6,-1.115,52650.6,102.1,102.0,6.66,-1.621,34.82,52900.9,-0.10,34386,-0.22,0,8.42,-91.4,27.315,-1.135,-0.3,765.5
25.90009,-80.12508,10/25/2024,14:46:28,0.21,55217.9,-1.121,52631.6,102.3,102.3,6.68,-1.630,34.80,52881.6,-0.09,34373,0.27,0,8.42,-91.4,27.313,-1.170,-0.3,765.4
25.90010,-80.12527,10/25/2024,14:46:33,0.22,55203.4,-1.124,52618.3,102.5,102.5,6.69,-1.635,34.79,52868.2,-0.08,34364,0.79,0,8.42,-91.5,27.313,-1.126,-0.2,765.5
25.90010,-80.12544,10/25/2024,14:46:38,0.20,55168.2,-1.129,52584.6,102.7,102.6,6.70,-1.642,34.77,52834.3,-0.07,34342,1.75,0,8.43,-91.6,27.313,-1.158,-0.8,765.5
25.90010,-80.12563,10/25/2024,14:46:43,0.19,55214.7,-1.141,52627.2,102.7,102.6,6.70,-1.659,34.80,52877.3,-0.05,34370,2.27,0,8.43,-91.6,27.314,-1.188,-0.6,765.5
25.90010,-80.12580,10/25/2024,14:46:48,0.20,55250.9,-1.146,52658.1,102.7,102.6,6.70,-1.666,34.82,52908.8,-0.07,34391,2.16,0,8.43,-91.6,27.318,-1.151,-1.2,765.5
25.90009,-80.12598,10/25/2024,14:46:53,0.20,55269.6,-1.148,52674.2,102.7,102.6,6.70,-1.669,34.84,52925.1,-0.09,34401,2.23,0,8.43,-91.6,27.319,-1.140,-0.5,765.5
25.90008,-80.12615,10/25/2024,14:46:58,0.18,55233.4,-1.151,52638.2,102.7,102.6,6.70,-1.674,34.81,52889.1,-0.09,34378,2.10,0,8.43,-91.6,27.321,-1.157,-0.3,765.4
25.90006,-80.12633,10/25/2024,14:47:03,0.19,55250.9,-1.153,52652.4,102.7,102.6,6.70,-1.677,34.82,52903.6,-0.10,34387,0.96,0,8.43,-91.6,27.323,-1.148,-0.3,765.5
25.90004,-80.12650,10/25/2024,14:47:08,0.18,55319.8,-1.154,52717.5,102.7,102.6,6.70,-1.679,34.87,52969.1,-0.10,34430,0.44,0,8.43,-91.6,27.324,-1.161,-1.0,765.4
25.90000,-80.12666,10/25/2024,14:47:13,0.18,55327.5,-1.156,52726.2,102.6,102.6,6.69,-1.682,34.87,52977.6,-0.11,34435,0.61,0,8.43,-91.6,27.322,-1.146,-1.6,765.4
25.89997,-80.12683,10/25/2024,14:47:18,0.18,55315.3,-1.158,52715.8,102.6,102.5,6.69,-1.684,34.87,52967.1,-0.10,34429,3.34,0,8.43,-91.6,27.321,-1.159,-1.7,765.5
25.89993,-80.12699,10/25/2024,14:47:23,0.20,55303.8,-1.157,52705.4,102.6,102.5,6.69,-1.683,34.86,52956.6,-0.10,34422,6.34,0,8.43,-91.6,27.321,-1.173,-1.9,765.5
25.89988,-80.12715,10/25/2024,14:47:28,0.20,55292.3,-1.160,52693.8,102.5,102.5,6.69,-1.687,34.85,52945.0,-0.10,34414,6.20,0,8.43,-91.6,27.321,-1.156,-2.3,765.5
25.89984,-80.12730,10/25/2024,14:47:33,0.17,55295.9,-1.164,52695.8,102.5,102.4,6.68,-1.692,34.85,52947.1,-0.08,34416,4.45,0,8.43,-91.6,27.323,-1.204,-2.6,765.5
25.89979,-80.12746,10/25/2024,14:47:38,0.18,55197.8,-1.169,52600.7,102.4,102.3,6.68,-1.700,34.78,52851.8,-0.05,34354,11.94,0,8.43,-91.5,27.324,-1.183,-2.6,765.4
25.89559,-80.13066,10/25/2024,14:51:58,0.14,55130.4,-1.132,52493.8,103.0,102.9,6.72,-1.646,34.70,52748.8,0.13,34287,1.25,0,8.42,-91.5,27.364,-0.901,-4.3,765.4
25.89557,-80.13068,10/25/2024,14:52:03,0.14,55135.5,-1.081,52495.5,103.1,103.0,6.72,-1.572,34.71,52750.8,-0.05,34288,-0.57,0,8.42,-91.5,27.367,-0.857,-3.6,765.5
25.89555,-80.13070,10/25/2024,14:52:08,0.15,55148.6,-1.043,52502.3,103.2,103.2,6.73,-1.516,34.71,52758.3,-0.07,34293,-0.70,0,8.42,-91.5,27.372,-0.863,-3.3,765.4
25.89554,-80.13071,10/25/2024,14:52:13,0.17,55153.3,0.643,52504.6,103.4,103.3,6.74,0.935,34.71,52760.8,-0.08,34295,-0.89,0,8.42,-91.5,27.374,0.662,-3.5,765.4
25.89553,-80.13071,10/25/2024,14:52:18,0.25,55162.9,1.110,52508.3,103.6,103.5,6.75,1.614,34.72,52765.1,-0.07,34297,5.07,0,8.43,-91.6,27.379,1.202,-3.9,765.4
25.89552,-80.13070,10/25/2024,14:52:23,0.84,55170.0,1.197,52505.6,104.0,104.0,6.78,1.740,34.71,52763.4,0.13,34296,52.81,0,8.43,-91.7,27.388,1.277,-3.8,765.4
25.89551,-80.13070,10/25/2024,14:52:28,1.29,55171.7,1.226,52500.5,104.9,104.8,6.84,1.783,34.71,52758.9,0.28,34293,67.45,0,8.43,-91.8,27.394,1.292,-3.3,765.4
25.89550,-80.13070,10/25/2024,14:52:33,1.03,55160.9,1.242,52487.6,105.7,105.6,6.89,1.805,34.70,52746.2,0.39,34285,50.72,0,8.43,-91.9,27.397,1.286,-3.6,765.5
25.89548,-80.13070,10/25/2024,14:52:38,0.71,55156.2,1.251,52482.6,106.1,106.0,6.92,1.819,34.70,52741.3,0.38,34282,44.12,0,8.43,-92.0,27.397,1.287,-3.8,765.4
25.89547,-80.13071,10/25/2024,14:52:43,0.54,55156.3,1.256,52477.5,106.4,106.3,6.93,1.827,34.69,52736.7,0.21,34279,116.06,0,8.43,-92.0,27.402,1.288,-4.3,765.4
25.89545,-80.13071,10/25/2024,14:52:48,1.05,55134.9,1.258,52455.4,106.5,106.4,6.94,1.830,34.68,52714.7,0.25,34265,145.16,0,8.43,-92.0,27.404,1.287,-4.3,765.5
25.89544,-80.13071,10/25/2024,14:52:53,2.36,55092.7,1.270,52413.2,106.6,106.5,6.95,1.846,34.65,52672.5,0.37,34237,169.86,0,8.43,-92.0,27.406,1.230,-4.2,765.4
25.89542,-80.13071,10/25/2024,14:52:58,3.59,55007.5,1.275,52332.0,106.8,106.8,6.97,1.853,34.59,52591.0,0.67,34184,1718.41,0,8.43,-92.0,27.406,1.286,-4.4,765.4
25.89542,-80.13069,10/25/2024,14:53:03,3.56,54716.0,1.278,52053.3,106.9,106.8,6.97,1.858,34.38,52311.0,1.35,34002,841.49,0,8.43,-92.0,27.407,1.312,-4.6,765.4
25.89541,-80.13068,10/25/2024,14:53:08,2.76,54369.0,1.279,51722.7,106.6,106.5,6.97,1.859,34.13,51978.8,1.56,33786,547.30,0,8.43,-92.0,27.408,1.262,-4.9,765.4
25.89540,-80.13068,10/25/2024,14:53:13,2.04,54177.3,1.274,51538.3,106.4,106.3,6.96,1.851,34.00,51793.7,1.64,33666,403.88,0,8.43,-92.0,27.409,1.242,-5.5,765.4
25.89540,-80.13067,10/25/2024,14:53:18,6.74,54185.2,1.271,51546.7,106.4,106.3,6.96,1.848,34.00,51802.1,1.78,33671,618.83,0,8.43,-91.9,27.409,1.272,-5.7,765.4
25.89540,-80.13068,10/25/2024,14:53:23,3.61,54233.6,1.270,51590.6,106.5,106.4,6.97,1.846,34.03,51846.4,1.55,33700,187.64,0,8.43,-92.0,27.411,1.275,-5.9,765.4
25.89541,-80.13068,10/25/2024,14:53:28,2.69,54268.6,1.270,51627.6,106.6,106.5,6.97,1.846,34.06,51883.2,1.42,33724,111.11,0,8.43,-91.9,27.407,1.272,-6.1,765.4
25.89542,-80.13068,10/25/2024,14:53:33,1.42,54255.1,1.276,51618.5,106.6,106.5,6.97,1.855,34.06,51873.7,1.36,33718,54.62,0,8.43,-91.9,27.403,1.281,-6.6,765.4
25.89542,-80.13068,10/25/2024,14:53:38,1.18,54251.6,1.277,51615.7,106.2,106.1,6.94,1.856,34.05,51870.8,0.74,33716,36.28,0,8.43,-91.8,27.403,1.283,-6.9,765.4
25.89541,-80.13068,10/25/2024,14:53:43,1.06,54251.2,1.272,51611.5,106.0,105.9,6.93,1.849,34.05,51867.0,0.52,33714,34.10,0,8.43,-91.7,27.407,1.268,-7.1,765.4
25.89540,-80.13069,10/25/2024,14:53:48,0.98,54253.4,1.272,51612.3,105.9,105.8,6.93,1.849,34.05,51867.9,0.29,33714,18.42,0,8.43,-91.7,27.408,1.270,-7.0,765.5
25.89539,-80.13071,10/25/2024,14:53:53,2.39,54250.3,1.274,51609.9,105.8,105.8,6.92,1.852,34.05,51865.5,0.48,33713,253.23,0,8.43,-91.7,27.407,1.260,-6.6,765.5
25.89537,-80.13073,10/25/2024,14:53:58,2.78,54218.6,1.277,51577.2,106.0,105.9,6.93,1.857,34.02,51832.8,0.90,33691,743.84,0,8.43,-91.7,27.410,1.326,-5.0,765.4
25.89536,-80.13074,10/25/2024,14:54:03,7.08,54152.5,1.286,51511.5,106.3,106.2,6.95,1.869,33.98,51767.1,1.44,33649,919.39,0,8.43,-91.7,27.413,1.329,-4.9,765.4
25.89534,-80.13074,10/25/2024,14:54:08,4.62,54050.0,1.291,51413.9,106.7,106.6,6.98,1.876,33.90,51669.0,2.06,33585,438.57,0,8.43,-91.7,27.413,1.300,-5.0,765.4
25.89532,-80.13075,10/25/2024,14:54:13,2.31,53977.8,1.297,51347.1,106.9,106.8,7.00,1.884,33.85,51601.7,1.90,33541,654.22,0,8.43,-91.8,27.411,1.350,-4.9,765.5
25.89531,-80.13076,10/25/2024,14:54:18,2.86,53902.6,1.303,51275.9,107.0,106.9,7.00,1.893,33.80,51530.1,1.63,33495,508.15,0,8.43,-91.8,27.411,1.305,-4.1,765.4
25.89530,-80.13077,10/25/2024,14:54:23,3.48,53837.6,1.308,51213.2,107.1,107.0,7.01,1.901,33.75,51467.2,1.48,33454,450.40,0,8.43,-91.8,27.411,1.324,-4.2,765.5
25.89529,-80.13078,10/25/2024,14:54:28,3.40,53741.0,1.314,51120.2,107.0,106.9,7.01,1.909,33.69,51373.9,1.44,33393,610.71,0,8.43,-91.8,27.412,1.285,-3.8,765.4
25.89528,-80.13078,10/25/2024,14:54:33,3.68,53598.0,1.319,50986.3,106.8,106.7,7.00,1.916,33.59,51239.1,1.92,33305,627.00,0,8.43,-91.8,27.410,1.293,-4.8,765.4
25.89526,-80.13079,10/25/2024,14:54:38,5.36,53491.0,1.314,50886.1,106.6,106.5,6.99,1.909,33.51,51138.2,2.27,33240,640.63,0,8.43,-91.8,27.409,1.259,-5.2,765.4
25.89525,-80.13080,10/25/2024,14:54:43,6.16,53494.8,1.310,50889.9,106.5,106.4,6.98,1.903,33.52,51142.0,2.42,33242,296.37,0,8.43,-91.8,27.409,1.329,-5.6,765.4
25.89524,-80.13082,10/25/2024,14:54:48,3.72,53542.9,1.311,50933.3,106.5,106.4,6.98,1.905,33.55,51185.8,2.33,33271,722.48,0,8.43,-91.8,27.411,1.317,-5.5,765.5
25.89524,-80.13084,10/25/2024,14:54:53,2.97,53536.3,1.308,50925.4,106.5,106.4,6.98,1.900,33.54,51178.1,2.03,33266,971.16,0,8.43,-91.8,27.413,1.297,-6.1,765.5
25.89523,-80.13085,10/25/2024,14:54:58,2.02,53496.8,1.307,50887.0,106.6,106.5,6.99,1.899,33.51,51139.6,1.89,33241,546.10,0,8.43,-91.9,27.413,1.305,-6.1,765.5
25.89523,-80.13087,10/25/2024,14:55:03,2.89,53458.3,1.304,50843.9,106.7,106.6,7.00,1.894,33.48,51097.0,1.71,33213,376.02,0,8.43,-91.9,27.420,1.307,-4.5,765.5
25.89523,-80.13088,10/25/2024,14:55:08,3.58,53434.7,1.304,50816.5,107.2,107.1,7.03,1.895,33.46,51070.0,1.46,33195,262.40,0,8.43,-91.9,27.424,1.302,-4.9,765.5
25.89522,-80.13089,10/25/2024,14:55:13,5.51,53428.5,1.304,50809.6,107.7,107.6,7.06,1.895,33.46,51063.1,1.24,33191,223.10,0,8.43,-92.0,27.425,1.305,-5.5,765.4
25.89523,-80.13091,10/25/2024,14:55:18,1.64,53425.1,1.309,50808.6,107.9,107.8,7.08,1.902,33.46,51061.9,1.07,33190,133.60,0,8.43,-92.0,27.423,1.325,-5.3,765.5
25.89523,-80.13091,10/25/2024,14:55:23,5.54,53415.8,1.306,50797.2,107.9,107.8,7.08,1.898,33.45,51050.7,1.04,33183,215.18,0,8.43,-92.1,27.426,1.318,-5.9,765.4
25.89524,-80.13091,10/25/2024,14:55:28,3.50,53399.3,1.304,50778.8,107.9,107.8,7.08,1.894,33.43,51032.5,1.01,33171,190.59,0,8.43,-92.1,27.428,1.276,-5.1,765.4
25.89524,-80.13092,10/25/2024,14:55:33,6.06,53385.6,1.299,50766.4,107.8,107.8,7.08,1.888,33.42,51019.9,1.07,33163,125.57,0,8.43,-92.0,27.428,1.278,-4.4,765.5
25.89525,-80.13092,10/25/2024,14:55:38,3.17,53390.0,1.296,50773.1,107.8,107.7,7.07,1.883,33.43,51026.4,1.10,33167,100.67,0,8.43,-92.0,27.425,1.273,-4.4,765.5
25.89525,-80.13092,10/25/2024,14:55:43,2.50,53395.6,1.291,50782.0,107.7,107.6,7.06,1.876,33.44,51035.0,1.04,33173,79.32,0,8.43,-92.0,27.422,1.279,-4.6,765.4
25.89526,-80.13092,10/25/2024,14:55:48,1.57,53404.5,1.288,50791.8,107.6,107.5,7.06,1.871,33.44,51044.7,0.83,33179,62.31,0,8.43,-92.0,27.420,1.271,-4.2,765.5
25.89526,-80.13091,10/25/2024,14:55:53,1.76,53403.9,1.285,50790.9,107.5,107.4,7.05,1.866,33.44,51043.8,0.59,33178,45.94,0,8.43,-92.0,27.421,1.273,-4.1,765.4
25.89528,-80.13091,10/25/2024,14:55:58,1.45,53403.5,1.280,50790.3,107.4,107.3,7.04,1.860,33.44,51043.3,0.37,33178,22.27,0,8.43,-91.9,27.421,1.277,-4.3,765.4
25.89528,-80.13089,10/25/2024,14:56:03,1.22,53403.2,1.277,50793.0,107.3,107.2,7.04,1.855,33.44,51045.6,0.24,33180,13.01,0,8.43,-91.9,27.418,1.268,-4.4,765.5
25.89529,-80.13088,10/25/2024,14:56:08,1.00,53403.3,1.277,50794.8,107.3,107.2,7.04,1.855,33.45,51047.3,0.19,33181,9.55,0,8.43,-91.9,27.416,1.280,-4.6,765.4
25.89529,-80.13087,10/25/2024,14:56:13,0.92,53403.4,1.278,50794.7,107.2,107.1,7.03,1.857,33.45,51047.2,0.11,33181,9.81,0,8.43,-91.9,27.417,1.275,-3.7,765.4
25.89528,-80.13087,10/25/2024,14:56:18,0.96,53404.1,1.279,50793.9,107.0,106.9,7.02,1.858,33.44,51046.6,0.06,33180,8.20,0,8.43,-91.9,27.418,1.281,-3.9,765.4
25.89527,-80.13088,10/25/2024,14:56:23,1.01,53403.8,1.279,50795.5,106.9,106.8,7.01,1.859,33.45,51048.0,0.02,33181,7.41,0,8.43,-91.9,27.416,1.277,-4.1,765.4
25.89526,-80.13088,10/25/2024,14:56:28,0.94,53403.1,1.279,50798.2,106.8,106.7,7.01,1.858,33.45,51050.3,-0.02,33183,5.73,0,8.43,-91.8,27.413,1.269,-4.6,765.4
25.89524,-80.13088,10/25/2024,14:56:33,0.94,53401.4,1.280,50797.8,106.7,106.6,7.00,1.859,33.45,51049.8,-0.03,33182,4.96,0,8.43,-91.8,27.412,1.287,-5.2,765.4
25.89522,-80.13088,10/25/2024,14:56:38,0.92,53401.5,1.280,50797.5,106.7,106.6,7.00,1.859,33.45,51049.5,-0.03,33182,4.30,0,8.43,-91.8,27.412,1.282,-5.3,765.5
25.89521,-80.13087,10/25/2024,14:56:43,0.87,53400.1,1.280,50795.1,106.6,106.5,6.99,1.860,33.45,51047.2,-0.05,33181,3.78,0,8.43,-91.8,27.413,1.293,-5.5,765.4
25.89520,-80.13087,10/25/2024,14:56:48,0.83,53400.3,1.280,50795.6,106.4,106.4,6.98,1.859,33.45,51047.7,-0.05,33181,2.95,0,8.43,-91.8,27.413,1.273,-4.7,765.5
25.89519,-80.13087,10/25/2024,14:56:53,0.82,53400.6,1.280,50795.1,106.3,106.2,6.97,1.860,33.45,51047.3,-0.04,33181,2.68,0,8.43,-91.8,27.414,1.287,-4.4,765.4
25.89518,-80.13087,10/25/2024,14:56:58,0.77,53402.7,1.280,50796.4,106.2,106.1,6.97,1.860,33.45,51048.6,-0.06,33182,2.74,0,8.43,-91.8,27.414,1.274,-4.9,765.4
25.89519,-80.13087,10/25/2024,14:57:03,0.72,53403.5,1.281,50797.0,106.1,106.0,6.96,1.861,33.45,51049.2,-0.04,33182,2.50,0,8.43,-91.8,27.415,1.288,-5.1,765.4
25.89519,-80.13087,10/25/2024,14:57:08,0.66,53403.5,1.281,50796.2,106.1,106.0,6.96,1.861,33.45,51048.6,-0.06,33182,1.88,0,8.43,-91.8,27.415,1.281,-4.8,765.4
25.89520,-80.13088,10/25/2024,14:57:13,0.66,53403.3,1.281,50796.2,106.0,105.9,6.96,1.860,33.45,51048.5,-0.08,33182,1.45,0,8.43,-91.8,27.415,1.274,-4.8,765.4
25.89520,-80.13088,10/25/2024,14:57:18,0.67,53402.5,1.281,50796.2,106.0,105.9,6.96,1.861,33.45,51048.5,-0.10,33182,1.32,0,8.43,-91.8,27.414,1.274,-4.8,765.4
25.89522,-80.13089,10/25/2024,14:57:23,0.66,53401.6,1.281,50796.1,106.0,105.9,6.95,1.861,33.45,51048.3,-0.10,33181,1.16,0,8.43,-91.8,27.414,1.281,-3.8,765.4
25.89523,-80.13089,10/25/2024,14:57:28,0.65,53401.8,1.280,50796.6,105.9,105.8,6.95,1.860,33.45,51048.8,-0.09,33182,1.20,0,8.43,-91.8,27.413,1.284,-3.5,765.4
25.89524,-80.13090,10/25/2024,14:57:33,0.66,53401.6,1.280,50796.6,105.8,105.7,6.94,1.860,33.45,51048.8,-0.08,33182,0.91,0,8.43,-91.8,27.413,1.277,-2.4,765.4
25.89526,-80.13090,10/25/2024,14:57:38,0.68,53402.3,1.281,50796.5,105.8,105.7,6.94,1.860,33.45,51048.7,-0.08,33182,1.28,0,8.43,-91.8,27.414,1.287,-3.3,765.4
25.89526,-80.13091,10/25/2024,14:57:43,0.99,53403.5,1.281,50794.3,105.8,105.7,6.94,1.861,33.45,51046.9,0.05,33180,62.31,0,8.43,-91.8,27.417,1.284,-4.7,765.4
25.89527,-80.13091,10/25/2024,14:57:48,7.67,53408.9,1.283,50797.0,105.8,105.7,6.94,1.864,33.45,51049.8,0.41,33182,102.84,0,8.43,-91.8,27.420,1.295,-6.4,765.4
25.89526,-80.13092,10/25/2024,14:57:53,1.95,53417.5,1.283,50805.6,105.9,105.8,6.95,1.864,33.45,51058.4,0.74,33188,214.64,0,8.43,-91.8,27.419,1.278,-6.6,765.4
25.89527,-80.13091,10/25/2024,14:57:58,4.60,53418.3,1.286,50809.2,106.0,106.0,6.96,1.868,33.46,51061.7,1.03,33190,98.08,0,8.43,-91.9,27.416,1.301,-6.3,765.4
25.89528,-80.13092,10/25/2024,14:58:03,1.88,53409.4,1.284,50802.5,106.1,106.0,6.96,1.866,33.45,51054.8,1.08,33186,74.20,0,8.43,-91.9,27.415,1.274,-6.2,765.5
25.89527,-80.13093,10/25/2024,14:58:08,4.07,53401.0,1.282,50794.6,106.1,106.0,6.96,1.862,33.45,51046.9,0.96,33180,74.54,0,8.43,-91.9,27.414,1.259,-6.4,765.6
25.89527,-80.13094,10/25/2024,14:58:13,2.26,53399.9,1.280,50789.2,106.2,106.2,6.97,1.860,33.44,51041.9,0.90,33177,72.77,0,8.43,-92.0,27.419,1.274,-6.5,765.4
25.89527,-80.13094,10/25/2024,14:58:18,3.04,53406.3,1.278,50790.6,106.5,106.4,6.99,1.857,33.44,51043.8,0.77,33178,27.00,0,8.43,-92.0,27.423,1.276,-7.1,765.4
25.89526,-80.13094,10/25/2024,14:58:23,2.26,53409.6,1.276,50789.5,106.9,106.8,7.01,1.854,33.44,51043.1,0.70,33178,89.12,0,8.43,-92.0,27.427,1.280,-6.2,765.4
25.89525,-80.13094,10/25/2024,14:58:28,1.46,53407.6,1.275,50786.9,107.2,107.1,7.03,1.852,33.44,51040.6,0.60,33176,94.29,0,8.43,-92.1,27.428,1.285,-5.9,765.4
25.89525,-80.13094,10/25/2024,14:58:33,0.92,53405.5,1.276,50786.9,107.2,107.1,7.03,1.854,33.44,51040.4,0.55,33176,49.58,0,8.43,-92.1,27.426,1.281,-5.1,765.5
25.89525,-80.13094,10/25/2024,14:58:38,3.19,53405.2,1.275,50789.7,107.0,106.9,7.02,1.852,33.44,51042.9,0.54,33178,241.20,0,8.43,-92.0,27.423,1.298,-4.4,765.5
25.89525,-80.13094,10/25/2024,14:58:43,1.62,53401.8,1.278,50787.3,106.7,106.7,7.00,1.856,33.44,51040.4,0.62,33176,143.45,0,8.43,-92.0,27.422,1.287,-4.1,765.4
25.89525,-80.13093,10/25/2024,14:58:48,1.27,53395.0,1.281,50782.0,106.5,106.4,6.99,1.862,33.44,51034.9,0.63,33173,108.52,0,8.43,-91.9,27.421,1.297,-3.5,765.4
25.89525,-80.13092,10/25/2024,14:58:53,1.08,53387.7,1.284,50776.9,106.2,106.1,6.97,1.866,33.43,51029.6,0.60,33169,79.84,0,8.43,-91.8,27.419,1.298,-3.1,765.4
25.89525,-80.13091,10/25/2024,14:58:58,0.78,53382.0,1.288,50774.5,105.7,105.6,6.93,1.870,33.43,51026.9,0.45,33167,47.76,0,8.43,-91.7,27.416,1.292,-3.2,765.4
25.89525,-80.13091,10/25/2024,14:59:03,0.63,53377.0,1.289,50772.6,105.1,105.1,6.90,1.872,33.43,51024.6,0.25,33166,28.10,0,8.43,-91.6,27.414,1.302,-3.4,765.4
25.89525,-80.13090,10/25/2024,14:59:08,0.61,53374.8,1.289,50770.6,104.7,104.7,6.87,1.873,33.43,51022.7,0.14,33165,21.25,0,8.43,-91.6,27.414,1.281,-3.6,765.4
25.89524,-80.13089,10/25/2024,14:59:13,0.52,53375.0,1.290,50769.7,104.6,104.5,6.86,1.874,33.43,51021.9,0.07,33164,14.73,0,8.42,-91.5,27.415,1.298,-4.4,765.5
25.89524,-80.13089,10/25/2024,14:59:18,0.42,53376.5,1.289,50772.0,104.6,104.5,6.86,1.873,33.43,51024.1,0.02,33166,21.80,0,8.42,-91.6,27.414,1.280,-3.5,765.4
25.89524,-80.13088,10/25/2024,14:59:23,0.38,53376.9,1.289,50775.1,104.5,104.5,6.86,1.872,33.43,51026.9,0.01,33167,36.47,0,8.43,-91.6,27.411,1.287,-3.3,765.4
25.89524,-80.13087,10/25/2024,14:59:28,0.52,53378.3,1.288,50779.9,104.5,104.4,6.86,1.871,33.43,51031.3,0.03,33170,49.83,0,8.42,-91.6,27.408,1.282,-4.0,765.4
25.89524,-80.13087,10/25/2024,14:59:33,1.07,53363.3,1.288,50764.9,104.3,104.2,6.85,1.871,33.42,51016.3,0.20,33161,167.58,0,8.42,-91.5,27.409,1.299,-3.3,765.4
